title,time,description,detail_url,image_url
Box in the Form of a Clamshell,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/89468,"https://www.artic.edu/iiif/2/85bf83d4-df13-b905-c2c9-d1433c5325e2/full/843,/0/default.jpg"
"Dish with with Lotus, Saggataria, Mallow, and Peony","Northern Song dynasty (960–1127)/Jin dynasty (1115–1234), early 12th century",,https://www.artic.edu/artworks/12352,"https://www.artic.edu/iiif/2/d0d9a3d7-54a5-f626-e887-f1762d9ba06f/full/843,/0/default.jpg"
"Dish with Peony Scrolls and Chrysanthemum Spray, and Lotus Panels on Reverse","Ming dynasty (1368–1644), Hongwu period (1368–98)",,https://www.artic.edu/artworks/80912,"https://www.artic.edu/iiif/2/4ba5060a-fd73-1363-187c-6b1cffc3c219/full/843,/0/default.jpg"
Portrait of Honoré Daumier,1862,,https://www.artic.edu/artworks/105473,"https://www.artic.edu/iiif/2/fc615fbd-4abe-56af-b2da-293caff1e965/full/843,/0/default.jpg"
Dance at the Moulin Rouge,1897,,https://www.artic.edu/artworks/109236,"https://www.artic.edu/iiif/2/1d3339c3-e229-5db6-d2ed-f3df18d2fdac/full/843,/0/default.jpg"
Arc-shaped Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
c. 5th century B.C.",,https://www.artic.edu/artworks/70091,
Feline-headed Guardian Beast (Zhenmushou),"Tang dynasty (618–907), 1st half of 8th century",,https://www.artic.edu/artworks/46261,"https://www.artic.edu/iiif/2/83533940-d8f8-7c44-8d9e-6176e71baa17/full/843,/0/default.jpg"
Disc (bi),"Western Han dynasty, 2nd/1st century B.C.",,https://www.artic.edu/artworks/69959,
Jar with Simulated Basket Weave,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/12588,"https://www.artic.edu/iiif/2/55265ff1-ff91-2e8a-f504-01760f9aacc8/full/843,/0/default.jpg"
Pair of Covered Vases,c. 1885,,https://www.artic.edu/artworks/259167,"https://www.artic.edu/iiif/2/f69c56b1-9d43-fd69-84e1-f565e33f609b/full/843,/0/default.jpg"
Conical Bowl with Peony Scroll,"Northern Song (960–1127) or Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/21508,"https://www.artic.edu/iiif/2/f4991945-cb36-b859-5d8b-c0330b7d777f/full/843,/0/default.jpg"
"Interior with Hanging Lamp, plate four from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22740,"https://www.artic.edu/iiif/2/ebb96819-1814-5c2f-0018-cbc42a64ef8e/full/843,/0/default.jpg"
Armored Guardian King (Tianwang) Trampling Demon,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/80777,"https://www.artic.edu/iiif/2/6947bceb-61a7-9d78-767a-004c4ed00fbb/full/843,/0/default.jpg"
"Dish with Dragons, Peonies, and Stylized Clouds",Song dynasty (960–1279),,https://www.artic.edu/artworks/12344,"https://www.artic.edu/iiif/2/a8ffdb11-9570-d94d-67f8-8fbad671eba1/full/843,/0/default.jpg"
"Vase in the Form of a Bronze Wine Vessel, with Dragons, Waves, and Trigrams","Ming dynasty (1368–1644), Wanli reign mark and period (1573–1620)",,https://www.artic.edu/artworks/21319,"https://www.artic.edu/iiif/2/968f9012-eb40-5d96-bd18-f7518cf0c046/full/843,/0/default.jpg"
Bowl with Floral Scrolls,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/21286,"https://www.artic.edu/iiif/2/6e902323-e381-3e36-64b0-9dc8cbf7b1dc/full/843,/0/default.jpg"
"Lobed Mirror with Images of the “Moon Palace”: Hare Pounding Elixir, Toad, and Chang E Holding Peaches of Immortality","Tang dynasty (A.D. 618–907), 8th century",,https://www.artic.edu/artworks/52949,"https://www.artic.edu/iiif/2/6e0ea067-a95d-29bc-b00c-25920fe87ebf/full/843,/0/default.jpg"
Paiar of Jars,"Western Zhou dynasty (c. 1046–771 BC ), late 9th/8th BC",,https://www.artic.edu/artworks/92911,"https://www.artic.edu/iiif/2/a1399d6b-3f99-0d7f-971e-b687edabd12e/full/843,/0/default.jpg"
Panels from a Funerary Couch (Guanchuang),Northern Wei dynasty (386–535); c. 525,,https://www.artic.edu/artworks/142530,"https://www.artic.edu/iiif/2/fb727aaa-c7c6-86df-ffec-a3b3aab744f8/full/843,/0/default.jpg"
Ladislav Sutnar China (Coffee Set),c. 1930,,https://www.artic.edu/artworks/199165,"https://www.artic.edu/iiif/2/088b5ef2-4202-d254-2dda-e7a02d30be7e/full/843,/0/default.jpg"
Lobed Basin for Flowerpot,"Ming dynasty (1368–1644), 15th century",,https://www.artic.edu/artworks/12514,"https://www.artic.edu/iiif/2/3be9a5a8-26a3-6732-3c83-33da5095b15d/full/843,/0/default.jpg"
Man's Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), c. 1780s-1790s",,https://www.artic.edu/artworks/39774,"https://www.artic.edu/iiif/2/229e0568-f5ad-8cb9-531a-50fd5e51c3e7/full/843,/0/default.jpg"
Arc-shaped pendant (huang),"Western Zhou period, c. 10th century B.C.",,https://www.artic.edu/artworks/69770,
Woman's Qun (Semiformal Domestic Skirt),"Qing dynasty (1644–1911), 1870/90",,https://www.artic.edu/artworks/6775,"https://www.artic.edu/iiif/2/e9197c64-3b60-1182-6f51-a35e1d8eb12c/full/843,/0/default.jpg"
Amphora-Shaped Vase (Liuyeping),"Qing dynasty (1644–1911), Kangxi reign mark and period (1662–1722)",,https://www.artic.edu/artworks/42390,"https://www.artic.edu/iiif/2/72d61ff8-402f-cbbc-8ef7-8620a3814a92/full/843,/0/default.jpg"
Tripod Incense Holder with Floral Design,Ming dynasty (1368–1644),,https://www.artic.edu/artworks/12470,"https://www.artic.edu/iiif/2/3b8072d2-fcd1-ba58-493d-37b6fe73b468/full/843,/0/default.jpg"
Folding Oil Lamp,"Han dynasty, 206 BCE–220 CE",,https://www.artic.edu/artworks/86599,"https://www.artic.edu/iiif/2/2e447dcb-f997-4847-be70-01051363471d/full/843,/0/default.jpg"
Mirror with Dragon Arabesques,"Eastern Zhou dynasty, Warring States period or early Western Han dynasty, 3rd/2nd century B.C.",,https://www.artic.edu/artworks/86747,"https://www.artic.edu/iiif/2/6043076f-d641-25ee-e022-04ea162d339d/full/843,/0/default.jpg"
"The Hearth, plate eight from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22737,"https://www.artic.edu/iiif/2/96ecbb14-0605-1f06-4d1d-535a3e65e850/full/843,/0/default.jpg"
Vase,c. 1900,,https://www.artic.edu/artworks/216325,"https://www.artic.edu/iiif/2/16c3427a-ab1e-d74b-0d13-1f3727c164ee/full/843,/0/default.jpg"
Physionomies Parisiennes: Petit Commerce. La Monnaie d'un Ballon.,1857–58,,https://www.artic.edu/artworks/9624,"https://www.artic.edu/iiif/2/0c743775-1bad-ec42-3701-1473d085f851/full/843,/0/default.jpg"
The Peach Blossom Spring 桃花源圖,Late Ming (1368–1644) or early Qing (1644–1912) dynasty 明朝,,https://www.artic.edu/artworks/75361,"https://www.artic.edu/iiif/2/7d5dcd32-b556-6d64-c90e-d195717f633f/full/843,/0/default.jpg"
Panel (Furnishing Fabric),"Qing dynasty (1644–1911), 1820/30",,https://www.artic.edu/artworks/14809,"https://www.artic.edu/iiif/2/87c119c2-0639-391f-8df5-39bbf31c9095/full/843,/0/default.jpg"
Rectangular Pillow with Mandarin Ducks in a Lily Pond,"Jin dynasty, (1115–1234), late 12th/13th century",,https://www.artic.edu/artworks/105530,"https://www.artic.edu/iiif/2/ded7799d-d4ec-2208-fb5e-33f4923ebe57/full/843,/0/default.jpg"
Dish with Fish Swimming in Lotus Pond,"Ming dynasty (1368–1644), Wanli reign mark and period (1573–1620)",,https://www.artic.edu/artworks/21251,"https://www.artic.edu/iiif/2/d8fcec95-2acc-4c7f-4874-de0ea200b60f/full/843,/0/default.jpg"
Beaker,Shang dynasty ( about 1600–1050 BC ),,https://www.artic.edu/artworks/109223,"https://www.artic.edu/iiif/2/d8ef66d8-da81-a2de-1837-309a5395530e/full/843,/0/default.jpg"
Dragon Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
c. 4th century B.C.",,https://www.artic.edu/artworks/70095,
Model of Stove,"Eastern Han dynasty, 25–220 CE",,https://www.artic.edu/artworks/110866,"https://www.artic.edu/iiif/2/d5565b76-89c0-a393-cd73-7c729cdfccf2/full/843,/0/default.jpg"
Model of a Pigsty and Latrines,"Han dynasty (206 BCE–220 CE), 100 BCE–100 CE",,https://www.artic.edu/artworks/37716,"https://www.artic.edu/iiif/2/fbdb932e-fbb7-0ce1-9046-79168202aa20/full/843,/0/default.jpg"
Bowl with Blossoms and Radiating Petals,"Qing dynasty (1644–1911), Yongzheng period (1723–1735)",,https://www.artic.edu/artworks/12721,"https://www.artic.edu/iiif/2/9dc9960d-4085-8f63-b58f-a8d1c961c2dc/full/843,/0/default.jpg"
Thanka (Religious Picture),"Qing dynasty (1644–1911), 1743/44",,https://www.artic.edu/artworks/12346,"https://www.artic.edu/iiif/2/9532b99b-276a-64c6-fa28-bbf2d4f5b7d8/full/843,/0/default.jpg"
Ewer with Paired Dragon amid Cloud Scrolls,"Ming dynasty (1368–1644), Zhengde reign mark and period (1506–1521)",,https://www.artic.edu/artworks/80904,"https://www.artic.edu/iiif/2/e67846d1-ef78-f3dc-0d5d-1455114b0cc8/full/843,/0/default.jpg"
Bowl with Boy and Swimming Fish,Yuan dynasty (1271–1368) or Ming dynasty (1368–1644),,https://www.artic.edu/artworks/21594,"https://www.artic.edu/iiif/2/83791326-012d-27ce-73de-a86fe3568591/full/843,/0/default.jpg"
"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite","1893–94, printed and published 1921",,https://www.artic.edu/artworks/14335,"https://www.artic.edu/iiif/2/c95d9212-099d-30db-4a11-24b026a7bcda/full/843,/0/default.jpg"
Woman's Breast-Cover (ah khin),1935/65,,https://www.artic.edu/artworks/182156,"https://www.artic.edu/iiif/2/8056c306-8d75-2322-7383-f9acb3f30d7a/full/843,/0/default.jpg"
Monster-Mask Fitting with Ring Handle,Han dynasty (206 B.C.–A.D. 220),,https://www.artic.edu/artworks/14852,"https://www.artic.edu/iiif/2/6fbe0169-a45a-509a-15a5-053f01c8ddcf/full/843,/0/default.jpg"
Jar (hu),"Eastern Zhou dynasty, Warring States period (475–221 B.C.)",,https://www.artic.edu/artworks/55821,"https://www.artic.edu/iiif/2/ec98cd23-bffc-306e-7319-a0fdbaf68bd5/full/843,/0/default.jpg"
Square-Sectioned Jar (Fanghu),"Western Han dynasty, 206 BCE–9 CE",,https://www.artic.edu/artworks/180536,"https://www.artic.edu/iiif/2/5991879c-31c1-b1ab-a523-4ee713a912bd/full/843,/0/default.jpg"
Lotus Petal Bowl,"Southern Song dynasty (1127–1279), 13th century",,https://www.artic.edu/artworks/53532,"https://www.artic.edu/iiif/2/8465c094-5126-1629-0cce-6451e767985c/full/843,/0/default.jpg"
"Death: ""My irony surpasses all others!"", plate 3 of 6",1889,,https://www.artic.edu/artworks/79470,"https://www.artic.edu/iiif/2/1f04277f-dc18-6fc6-02d6-2d5117f42369/full/843,/0/default.jpg"
Bowl with Floral Medallions and Stems,"Qing dynasty (1644–1911), c. 19th century",,https://www.artic.edu/artworks/21203,"https://www.artic.edu/iiif/2/71215552-126f-a7a2-edc0-cdf461e6da02/full/843,/0/default.jpg"
Lobed Flowerpot,"Ming dynasty (1368–1644), 15th century",,https://www.artic.edu/artworks/12537,"https://www.artic.edu/iiif/2/adc532cb-cf07-4023-872e-3cec3ad6f255/full/843,/0/default.jpg"
Soup Bowl,c. 1745,,https://www.artic.edu/artworks/2606,"https://www.artic.edu/iiif/2/8b5beba3-d204-dde2-a4e1-4374b9dee037/full/843,/0/default.jpg"
Bottle Vase with Peony Scrolls,"Ming dynasty (1368–1644), late 14th century",,https://www.artic.edu/artworks/33933,"https://www.artic.edu/iiif/2/ddb066f6-083a-f8b0-17cf-1c0422de929b/full/843,/0/default.jpg"
Bottle,"Tang dynasty (A.D. 618–907), 8th century",,https://www.artic.edu/artworks/21734,"https://www.artic.edu/iiif/2/dd7896b0-fdbd-18cf-9733-7f53b48af7a1/full/843,/0/default.jpg"
Dragon Pendant,"Eastern Zhou dynasty, c. 700–256 B.C.
c.4th century BC",,https://www.artic.edu/artworks/70088,
Foliate Bowl with Stylized Peony Spray,"Northern Song dynasty (960–1127), 12th century",,https://www.artic.edu/artworks/21678,"https://www.artic.edu/iiif/2/8b687509-2df3-6b1e-5487-f437fa02a1b5/full/843,/0/default.jpg"
Birches and Oaks,"1848, printed 1849",,https://www.artic.edu/artworks/6580,"https://www.artic.edu/iiif/2/ef30c7fb-6f5b-cc72-e6d2-9a17e9bb03ec/full/843,/0/default.jpg"
Conical Bowl with Peony Scroll and Leaves,"Five Dynasties/Northern Song dynasty, 10th/11th century",,https://www.artic.edu/artworks/87714,"https://www.artic.edu/iiif/2/3846955d-cfa9-164d-f44c-8020b081719b/full/843,/0/default.jpg"
Spade-Shaped Snuff Bottle,"Qing dynasty (1644–1911), 1800–1900",,https://www.artic.edu/artworks/17996,"https://www.artic.edu/iiif/2/850efdde-80ed-7a97-be5a-bab08b91c115/full/843,/0/default.jpg"
Jar with Lotus and Peony Scrolls and Lion-Mask Handles,"Ming dynasty (1368–1644), inscription dated 1437",,https://www.artic.edu/artworks/147031,"https://www.artic.edu/iiif/2/a16ea89e-e175-8d14-b297-60d05c79fef0/full/843,/0/default.jpg"
"Te po (The Night), from the Noa Noa Suite","1893–94, printed and published 1921",,https://www.artic.edu/artworks/14326,"https://www.artic.edu/iiif/2/c9b76c23-a8dd-152e-e1b3-8e645447284d/full/843,/0/default.jpg"
Bottle-Shaped Vase with a Lizard,"Ming dynasty (1368–1644) or Qing dynasty (1644–1911), c. late 17th/18th century",,https://www.artic.edu/artworks/21346,"https://www.artic.edu/iiif/2/0738dff5-6225-10b0-bc17-49492271968f/full/843,/0/default.jpg"
Jiasha (Mantle),"Qing dynasty (1644–1911), 1650/1725",,https://www.artic.edu/artworks/11435,"https://www.artic.edu/iiif/2/74c30cf4-6acb-65a2-c0b6-21dc0fff94aa/full/843,/0/default.jpg"
Guanyin (Avalokitesvara),"Liao dynasty (907–1125), 11th century",,https://www.artic.edu/artworks/28128,"https://www.artic.edu/iiif/2/41c37384-d473-a4c8-c73c-29fd3400bd2b/full/843,/0/default.jpg"
Ruby-Back Famille-Rose Dish,"Qing dynasty (1644–1911), Yongzheng period (1723–1735)",,https://www.artic.edu/artworks/221163,"https://www.artic.edu/iiif/2/d626c295-edf4-9923-590e-9c2b461d8937/full/843,/0/default.jpg"
Monk,Sui Dynasty (589–618 A.D.),,https://www.artic.edu/artworks/11091,"https://www.artic.edu/iiif/2/2ae5595f-390c-fa42-cd7e-c7d997456c8e/full/843,/0/default.jpg"
"Nave nave fenua (Delightful Land), from the Noa Noa Suite","1893/94, printed 1921",,https://www.artic.edu/artworks/14331,"https://www.artic.edu/iiif/2/0b63fe18-6de3-4982-9968-ed1e28cf59f4/full/843,/0/default.jpg"
Fumette,1858,,https://www.artic.edu/artworks/109185,"https://www.artic.edu/iiif/2/1245f375-a87b-1994-213c-982fdbfae53e/full/843,/0/default.jpg"
Annie,1857/58,,https://www.artic.edu/artworks/137971,"https://www.artic.edu/iiif/2/77dba35c-79f5-c737-b45a-38f0bbbe9e0c/full/843,/0/default.jpg"
"Portrait of Dr. Whistler, No. 2",1894,,https://www.artic.edu/artworks/139488,"https://www.artic.edu/iiif/2/f2f10e1e-a466-7ef3-53aa-1c9d7274db3d/full/843,/0/default.jpg"
Mother and Daughter [La Mère Malade],1897,,https://www.artic.edu/artworks/139593,"https://www.artic.edu/iiif/2/78164482-d6d7-5f0c-aa4e-5052a6433eb4/full/843,/0/default.jpg"
Covered Vase,1884,,https://www.artic.edu/artworks/259168,"https://www.artic.edu/iiif/2/77c5f470-b501-11ca-9853-b7b07e589f58/full/843,/0/default.jpg"
Jug,c. 1875,,https://www.artic.edu/artworks/259170,"https://www.artic.edu/iiif/2/27c9eaa3-2db2-d9bf-0c66-d927a35f5f8b/full/843,/0/default.jpg"
Civil Official (Wenguan),"Tang dynasty (618–906), 8th century",,https://www.artic.edu/artworks/35364,"https://www.artic.edu/iiif/2/603802a4-122f-7ebe-c2f8-a5c6c4c8e7c5/full/843,/0/default.jpg"
"Shallow Dish with Peony Scrolls, Chrysanthemum Spray, and Key-Fret Border; Lotus Petal under RimShallow Dish with Peony Scrolls, Chrysanthemum Spray, and Key-Fret Border; Lotus Petal under RimShallow Dish with Peony Scrolls, Chrysanthemum Spray, and Key-Fret Border; Lotus Petal under Rim","Ming dynasty (1368–1644), late 14th century",,https://www.artic.edu/artworks/21413,"https://www.artic.edu/iiif/2/ebdd7ac8-fd83-b34f-9426-7c0ab22a90ac/full/843,/0/default.jpg"
Stand in the Form of a Crouching Lion,"Western Jin dynasty, (265–316), late 3rd century",,https://www.artic.edu/artworks/80898,"https://www.artic.edu/iiif/2/259afa25-8306-3744-63d3-2f7305901cc8/full/843,/0/default.jpg"
Frog-Shaped Jarlet,"Western Jin dynasty (265–316), late 3rd century",,https://www.artic.edu/artworks/21499,"https://www.artic.edu/iiif/2/bb66290b-3d79-767d-a9e1-97763d3e0e22/full/843,/0/default.jpg"
Pair of Braziers with Eared Cups,"Han dynasty (206 BCE–220 CE), 100 BCE–100 CE",,https://www.artic.edu/artworks/86415,"https://www.artic.edu/iiif/2/8343e05c-87c8-6afa-9631-2261ab260a8b/full/843,/0/default.jpg"
Baluster Vase with Figures and Pavillions amid Moutaineous Landscape,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,https://www.artic.edu/artworks/117775,"https://www.artic.edu/iiif/2/f93e7da0-fb2a-8a36-4f8f-d99d93c28eef/full/843,/0/default.jpg"
The Spanish Singer,1861–62,,https://www.artic.edu/artworks/80721,"https://www.artic.edu/iiif/2/cd003def-b7c6-0dbe-04eb-53be1346c332/full/843,/0/default.jpg"
Plate,c. 1785,,https://www.artic.edu/artworks/7788,"https://www.artic.edu/iiif/2/d1dd0752-26f0-0184-ab71-e11675663ed7/full/843,/0/default.jpg"
Mahana atua (Day of the God),"1894/95, printed and published 1921",,https://www.artic.edu/artworks/14314,"https://www.artic.edu/iiif/2/bb13f7b2-a169-aa60-239f-adf17f904ff8/full/843,/0/default.jpg"
Scalloped-Rim Dish with Cranes and Clouds,Yuan dynasty (1279–1368),,https://www.artic.edu/artworks/42187,"https://www.artic.edu/iiif/2/416ed590-421f-01fb-31bb-f1c696601847/full/843,/0/default.jpg"
Cong,"Neolithic period, Liangzhu culture, c. 3300-2400 B.C.",,https://www.artic.edu/artworks/33098,"https://www.artic.edu/iiif/2/ed0a6cfb-4264-0898-d151-2548ffc0f720/full/843,/0/default.jpg"
Bottle-Shaped Vase with Dragon Handles and Lotus Flowers,"Ming dynasty (1368–1644) or Qing dynasty (1644–1911), c. late 17th/18th century",,https://www.artic.edu/artworks/12679,"https://www.artic.edu/iiif/2/2b303ed4-6ad2-4dab-ea71-82380cc5067e/full/843,/0/default.jpg"
The Maid Shopping,1888,,https://www.artic.edu/artworks/80879,"https://www.artic.edu/iiif/2/b343a124-4bcc-6ea6-d045-a73f21c3aaf5/full/843,/0/default.jpg"
Cup with a Bird a Peony Flower Branch,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/21254,"https://www.artic.edu/iiif/2/06e655b9-9576-935a-ce23-380250d0a0ea/full/843,/0/default.jpg"
The Large Nude,1906/07,,https://www.artic.edu/artworks/84370,"https://www.artic.edu/iiif/2/7e26c416-7472-f436-3dae-3bfa8ed899bc/full/843,/0/default.jpg"
China and Its People,1873,,https://www.artic.edu/artworks/36419,"https://www.artic.edu/iiif/2/612d5482-f417-ee94-f86b-ec73447ab69a/full/843,/0/default.jpg"
Archer's thumb ring,"Eastern Zhou period, 5th/4th century B.C.",,https://www.artic.edu/artworks/70757,
"“- I never laughed so much as at the funeral of Bourdin's daughter.......” (Henri Monnier), plate 303 from Souvenirs d’artistes",1862,,https://www.artic.edu/artworks/9499,"https://www.artic.edu/iiif/2/3bb0c2a3-a840-d4a6-8180-41438d00e58c/full/843,/0/default.jpg"
Bowl with Floral and Wave Pattern,"Jin dynasty (1115–1234), 12th/13th century",,https://www.artic.edu/artworks/42215,"https://www.artic.edu/iiif/2/95dfba71-cb62-875b-85c1-c28ebeb552b8/full/843,/0/default.jpg"
Vase with Mock Animal Mask Ring Handles and Hexagonal Panels with Stylized Leaves,"Ming dynasty (1368–1644) or Qing dynasty (1644–1911), c. 17th century",,https://www.artic.edu/artworks/21312,"https://www.artic.edu/iiif/2/04b68942-0b51-c12c-9855-073deee7a903/full/843,/0/default.jpg"
"Moon Flask (Bianhu) with Lotus Scroll and Central Floret,Ruyi Mushrooms (base) and Plantain Leaves","Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/58053,"https://www.artic.edu/iiif/2/d9107e6b-cd46-fceb-88dc-99e431496c4c/full/843,/0/default.jpg"
Ceremonial blade 龙山文化玉圭,"Neolithic period, c. 3000/2000 B.C.",,https://www.artic.edu/artworks/69683,
Cong,"Neolithic period ( ca.8000–2000 BC ), Liangzhu Culture, ca. 3000–2000 B.C.",,https://www.artic.edu/artworks/69700,
Axe,"Neolithic period, probably Dawenkou culture, early–mid 3rd millennium B.C.",,https://www.artic.edu/artworks/68980,
Landscape in the Style of Ancient Masters: after Gao Kegong (1248-1310),"Ming dynasty (1368–1644), dated 1642",,https://www.artic.edu/artworks/8209,"https://www.artic.edu/iiif/2/0e4413fc-0977-c5c9-e593-2a9908650335/full/843,/0/default.jpg"
"Lobed Mirror with Birds, Insects, and Floral Sprays","Tang dynasty (618–907), 8th century",,https://www.artic.edu/artworks/86754,"https://www.artic.edu/iiif/2/d32fb413-3b38-10c1-8eed-c1863aa5bafd/full/843,/0/default.jpg"
"Baluster Vase with Women Performing the ""Four Accomplishments"" and Children in a Garden","Qing dynasty (1644–1911), Kangxi period (1662–1722)",,https://www.artic.edu/artworks/72589,"https://www.artic.edu/iiif/2/7c98fa7a-1c9b-4688-c6ff-0e6d4c293533/full/843,/0/default.jpg"
Mt. Tingra Khan of Run Lun Mtn. Range Near Alzosu in Sinkiang Sector of SE China,1970,,https://www.artic.edu/artworks/55926,"https://www.artic.edu/iiif/2/e2a90d59-44b8-33b0-f811-48d9265cffc4/full/843,/0/default.jpg"
"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite","1893/94, printed and published 1921",,https://www.artic.edu/artworks/14323,"https://www.artic.edu/iiif/2/64a42994-21a1-ceec-e235-77f6830db82f/full/843,/0/default.jpg"
La Cour de Chine,c. 1918/24,,https://www.artic.edu/artworks/183449,"https://www.artic.edu/iiif/2/a68e8de9-a957-c52b-d8c7-dea126786111/full/843,/0/default.jpg"
Tea Bowl,Song dynasty (960–1279),,https://www.artic.edu/artworks/21558,"https://www.artic.edu/iiif/2/13f65e8b-c49c-0808-c9af-0c94f67139e1/full/843,/0/default.jpg"
Bottle Vase (Meiping) with Stylized Spirals,"Song dynasty (960–1279), 12th/13th century",,https://www.artic.edu/artworks/42806,"https://www.artic.edu/iiif/2/36434cee-6efe-0839-1e57-0001394fc8b5/full/843,/0/default.jpg"
Dragon,Han dynasty (206 B.C.–A.D. 220) or later,,https://www.artic.edu/artworks/33942,"https://www.artic.edu/iiif/2/b21b7853-bcdd-451b-654b-c248af68bd3f/full/843,/0/default.jpg"
"A Mask Sounds the Funeral Knell, plate three from To Edgar Poe",1882,,https://www.artic.edu/artworks/79336,"https://www.artic.edu/iiif/2/c3d9b209-b9c1-b9c2-d865-4322d71a89bf/full/843,/0/default.jpg"
Luohan (Arhat),"Qing dynasty (1644–1911), 18th century",,https://www.artic.edu/artworks/15737,"https://www.artic.edu/iiif/2/01c9a6ab-cff7-a2dc-3bc1-472fbed13ae8/full/843,/0/default.jpg"
Mountain-Shaped Incense Burner,"Western Han dynasty, 206 BCE–9 CE",,https://www.artic.edu/artworks/12069,"https://www.artic.edu/iiif/2/21207a03-61ca-0872-b51d-5f80d8772cbb/full/843,/0/default.jpg"
Beaker-Shaped Vase,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/12663,"https://www.artic.edu/iiif/2/eb9da80a-6775-354c-5a3d-8b0484af7489/full/843,/0/default.jpg"
Jar,"Tang dynasty (618–906), first half of 8th century",,https://www.artic.edu/artworks/56142,"https://www.artic.edu/iiif/2/aee85a61-47d9-8648-abd4-f6d54fd4390d/full/843,/0/default.jpg"
Jar in the Form of Ancient Bronze Vessel,"Qing dynasty, Qianlong reign (1736–1795)",,https://www.artic.edu/artworks/60878,"https://www.artic.edu/iiif/2/0337f32d-7237-edae-6b40-3bc0e5598cb9/full/843,/0/default.jpg"
Buzi (Court Rank Badge),"1825/50, Qing dynasty (1644–1911)",,https://www.artic.edu/artworks/81842,"https://www.artic.edu/iiif/2/982ba2db-26f2-6e24-089f-2ebd4c34d6e7/full/843,/0/default.jpg"
Portrait of Franz Liszt,published August 1832,,https://www.artic.edu/artworks/111877,"https://www.artic.edu/iiif/2/79fb9f83-4846-3b8c-f6ce-d13be7e162dc/full/843,/0/default.jpg"
"Tripod Dish with Flying Goose, Stylized Flowers and Vines",Tang dynasty (618–907),,https://www.artic.edu/artworks/12236,"https://www.artic.edu/iiif/2/6c86e7a3-6e15-86df-f2bd-170712a05e08/full/843,/0/default.jpg"
Axe,"Neolithic period, probably Dawenkou culture, first half of 3rd millennium B.C.",,https://www.artic.edu/artworks/68978,
"On the Bridge of Europe, plate nine from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22715,"https://www.artic.edu/iiif/2/577b7fb9-4866-2d03-4b63-57fdbc661142/full/843,/0/default.jpg"
Guanyin (Avalokiteshvara) Standing before Flaming Aureole and Holding a Water Bottle,"Eastern or Western Wei dynasty, c. mid–5th century (rededicated 594)",,https://www.artic.edu/artworks/11151,"https://www.artic.edu/iiif/2/30159dfc-f16e-e4a2-c13f-cfa3855b5b58/full/843,/0/default.jpg"
Bowl with Mandarin Ducks among Leaves and Cattails,"Northern Song dynasty, (960–1127), 11th century",,https://www.artic.edu/artworks/12305,"https://www.artic.edu/iiif/2/c31dfd41-9ee3-4c41-277b-c343ca8be7d3/full/843,/0/default.jpg"
The Gleaners,1855–56,,https://www.artic.edu/artworks/63392,"https://www.artic.edu/iiif/2/4d1a6562-059d-eea4-1679-5ab2e59dd98c/full/843,/0/default.jpg"
Foliate Bowl with Stylized Peony Spray,"Northern Song dynasty (960–1127), 12th century",,https://www.artic.edu/artworks/21681,"https://www.artic.edu/iiif/2/813a0c02-6c8e-3f73-f947-2fbb68e5e8f8/full/843,/0/default.jpg"
Hollow Brick (probably Lintel) from Tomb Chamber,"Western Han dynasty (206 B.C.–A.D. 9), 1st century B.C.",,https://www.artic.edu/artworks/21862,"https://www.artic.edu/iiif/2/0eda074d-1115-fe2c-5704-f33859501694/full/843,/0/default.jpg"
Ovoid Bottle with “Partridge-Feather” Mottles,"Northern Song dynasty (960–1127), 11th/early 12th century",,https://www.artic.edu/artworks/73256,"https://www.artic.edu/iiif/2/20c2b221-ac48-4e08-0307-7a026bc1fc61/full/843,/0/default.jpg"
Silence,1894/97,,https://www.artic.edu/artworks/193827,"https://www.artic.edu/iiif/2/54eedc9e-0ab0-947d-f703-9c56fe9df8fe/full/843,/0/default.jpg"
Trees Bending in the Wind,n.d.,,https://www.artic.edu/artworks/13033,"https://www.artic.edu/iiif/2/85cf62ea-1ff7-2344-9b79-3a042ad20e47/full/843,/0/default.jpg"
